Productkey,Currency code,Quantity_Sold,Revenue
1463,GBP,21,6153.0
1199,USD,15,6150.0
445,AUD,11,6149.0
2101,AUD,7,6142.5
2111,CAD,7,6142.5
2111,GBP,7,6142.5
388,GBP,16,6127.2001953125
1230,GBP,4,6120.0
492,EUR,9,6111.0
989,USD,37,6105.0
2103,CAD,12,6096.0
103,GBP,53,6095.0
1615,AUD,21,6089.789794921875
1655,AUD,21,6089.789794921875
1083,EUR,17,6086.0
60,CAD,39,6084.0
1540,AUD,16,6080.0
1183,GBP,4,6080.0
1651,CAD,38,6079.620208740234
1606,EUR,38,6079.620208740234
1656,GBP,38,6079.620208740234
946,USD,41,6068.0
372,AUD,8,6064.0
384,CAD,8,6064.0
394,EUR,8,6064.0
526,USD,47,6063.0
1130,USD,19,6061.0
1564,GBP,20,6040.0
232,USD,11,6039.0
967,USD,32,6032.0
1439,CAD,20,6020.0
1162,CAD,7,6020.0
1186,GBP,7,6020.0
1456,GBP,20,6020.0
1162,GBP,7,6020.0
79,USD,148,6001.399887084961
1176,AUD,6,6000.0
1231,CAD,4,6000.0
1469,EUR,30,6000.0
99,EUR,50,6000.0
2407,USD,15,5999.849853515625
1856,USD,6,5999.400146484375
2023,USD,60,5999.399871826172
437,AUD,12,5998.7999267578125
460,AUD,20,5997.9998779296875
1886,AUD,6,5994.0
554,CAD,6,5994.0
542,CAD,6,5994.0
1896,CAD,6,5994.0
602,EUR,6,5994.0
1153,EUR,6,5994.0
1876,EUR,6,5994.0
2001,AUD,9,5993.460021972656
1989,CAD,9,5993.460021972656
2061,EUR,9,5993.460021972656
2073,EUR,9,5993.460021972656
1983,GBP,9,5993.460021972656
2067,GBP,9,5993.460021972656
399,CAD,10,5990.0
365,CAD,10,5990.0
237,EUR,10,5990.0
407,EUR,10,5990.0
389,GBP,10,5990.0
604,USD,12,5988.0
38,EUR,20,5984.6002197265625
582,USD,20,5980.0
2370,EUR,13,5979.869873046875
1848,AUD,3,5969.7000732421875
1858,AUD,3,5969.7000732421875
2129,AUD,8,5967.919921875
2141,EUR,8,5967.919921875
2165,USD,8,5967.919921875
2177,USD,8,5967.919921875
545,CAD,13,5967.0
639,CAD,13,5967.0
1828,EUR,3,5967.0
1843,EUR,3,5967.0
1883,EUR,3,5967.0
77,USD,157,5958.150119781494
555,USD,26,5954.0
1544,EUR,25,5950.0
133,GBP,17,5949.150207519531
2081,USD,33,5939.670181274414
1648,EUR,54,5939.459884643555
443,CAD,17,5933.0
313,USD,22,5918.0
1626,CAD,27,5913.0
307,GBP,16,5904.0
1111,USD,18,5904.0
951,EUR,21,5901.0
2105,AUD,4,5900.0
2110,CAD,4,5900.0
1434,CAD,22,5896.0
1434,GBP,22,5896.0
1019,USD,22,5896.0
1409,CAD,10,5890.0
1509,CAD,19,5890.0
1509,EUR,19,5890.0
620,USD,31,5890.0
76,USD,155,5882.250118255615
1065,CAD,10,5880.0
1049,EUR,10,5880.0
1538,EUR,21,5880.0
1203,EUR,6,5880.0
1049,USD,10,5880.0
1913,USD,21,5879.789794921875
358,EUR,18,5868.0
358,GBP,18,5868.0
1235,USD,7,5866.0
1292,GBP,16,5864.7998046875
1416,CAD,19,5852.0
88,EUR,39,5849.610214233398
89,GBP,39,5849.610214233398
1004,USD,31,5828.0
2180,USD,39,5811.0
341,CAD,6,5802.0
1455,CAD,20,5800.0
1441,EUR,29,5800.0
1438,GBP,20,5800.0
1001,USD,29,5800.0
65,CAD,32,5792.0
2166,USD,13,5785.0
2136,USD,13,5785.0
1031,USD,35,5775.0
1437,EUR,29,5771.0
121,USD,48,5759.5198974609375
211,CAD,9,5751.0
227,USD,9,5751.0
112,CAD,23,5749.770126342773
1067,USD,17,5746.0
398,GBP,15,5744.250183105469
392,USD,15,5744.250183105469
1218,AUD,9,5742.0
1040,USD,29,5742.0
317,USD,18,5742.0
1986,USD,41,5739.590225219727
1512,EUR,24,5736.0
1099,EUR,16,5728.0
737,USD,36,5724.0
2383,CAD,9,5723.909912109375
1439,AUD,19,5719.0
1422,EUR,19,5719.0
144,EUR,19,5699.809814453125
296,USD,22,5698.0
1170,EUR,9,5697.0
1579,AUD,26,5694.0
206,USD,10,5690.0
238,USD,10,5690.0
670,USD,29,5684.0
1093,CAD,10,5680.0
1089,EUR,10,5680.0
1085,USD,10,5680.0
1141,USD,13,5670.600158691406
2094,GBP,22,5665.0
156,GBP,12,5639.6400146484375
1543,CAD,14,5628.0
1428,EUR,21,5628.0
55,AUD,19,5624.0
58,CAD,36,5616.0
1054,GBP,18,5616.0
1054,USD,18,5616.0
1542,EUR,17,5610.0
1529,GBP,22,5610.0
1547,GBP,22,5610.0
987,USD,28,5600.0
51,CAD,28,5598.599914550781
337,EUR,17,5593.0
369,CAD,8,5592.0
589,EUR,8,5592.0
403,EUR,8,5592.0
613,EUR,8,5592.0
601,USD,8,5592.0
320,USD,8,5592.0
1530,EUR,21,5586.0
108,EUR,42,5585.580230712891
1557,EUR,18,5580.0
1499,EUR,18,5580.0
1499,GBP,18,5580.0
1489,GBP,18,5580.0
1164,USD,31,5580.0
185,EUR,33,5577.0
1437,CAD,28,5572.0
1420,EUR,28,5572.0
491,CAD,9,5571.0
530,GBP,9,5571.0
236,AUD,5,5545.0
1433,GBP,18,5544.0
367,EUR,17,5542.0
379,GBP,17,5542.0
385,GBP,17,5542.0
2092,AUD,7,5537.0
595,USD,22,5522.0
572,USD,29,5510.0
639,AUD,12,5508.0
639,EUR,12,5508.0
617,EUR,12,5508.0
308,USD,11,5500.0
1613,CAD,50,5499.499893188477
1658,GBP,50,5499.499893188477
1643,GBP,95,5498.600101470947
1481,GBP,24,5496.0
627,USD,11,5489.0
1142,EUR,14,5486.599914550781
356,EUR,12,5482.7999267578125
332,USD,25,5475.0
1849,USD,3,5456.7000732421875
174,USD,42,5455.799743652344
1869,CAD,3,5454.0
109,GBP,41,5452.590225219727
1243,USD,29,5452.0
493,EUR,21,5439.0
492,CAD,8,5432.0
506,GBP,8,5432.0
1220,EUR,12,5424.0
1959,EUR,11,5423.0
1899,USD,11,5423.0
1905,USD,11,5423.0
1436,CAD,21,5418.0
104,CAD,47,5405.0
1714,USD,77,5400.009788513184
1488,CAD,18,5400.0
129,EUR,27,5400.0
100,GBP,45,5400.0
2057,USD,30,5399.700164794922
2009,USD,30,5399.700164794922
442,AUD,20,5397.9998779296875
1970,EUR,6,5394.0
1946,EUR,6,5394.0
1910,EUR,6,5394.0
75,USD,142,5388.900108337402
1569,EUR,18,5382.0
606,USD,18,5382.0
1414,CAD,21,5376.0
406,EUR,14,5361.3001708984375
23,USD,40,5360.0
1293,USD,9,5355.0
1150,GBP,13,5343.0
2172,CAD,12,5340.0
2148,EUR,12,5340.0
1208,GBP,6,5340.0
268,EUR,6,5334.0
255,USD,6,5334.0
1199,EUR,13,5330.0
1315,USD,26,5330.0
2043,CAD,8,5327.52001953125
2007,CAD,8,5327.52001953125
2019,EUR,8,5327.52001953125
2067,EUR,8,5327.52001953125
2025,GBP,8,5327.52001953125
2061,GBP,8,5327.52001953125
1558,CAD,14,5320.0
1568,EUR,19,5320.0
1955,USD,19,5319.809814453125
2004,USD,38,5319.620208740234
366,CAD,7,5306.0
400,GBP,7,5306.0
1832,AUD,2,5304.0
1877,EUR,2,5304.0
1837,EUR,2,5304.0
1887,GBP,2,5304.0
1877,GBP,2,5304.0
1050,USD,17,5304.0
1074,USD,17,5304.0
533,EUR,19,5301.0
66,USD,206,5292.140110015869
1065,USD,9,5292.0
1408,CAD,10,5290.0
1475,EUR,23,5290.0
250,EUR,10,5290.0
100,CAD,44,5280.0
290,USD,11,5280.0
251,USD,11,5280.0
1658,EUR,48,5279.5198974609375
583,USD,21,5271.0
1644,EUR,91,5267.080097198486
2106,AUD,6,5265.0
246,USD,16,5264.0
1707,USD,75,5259.749794006348
88,CAD,35,5249.650192260742
47,CAD,35,5248.249893188477
1195,EUR,8,5240.0
1461,EUR,17,5236.0
1141,EUR,12,5234.400146484375
183,USD,48,5232.0
1525,EUR,13,5226.0
1561,GBP,13,5226.0
2129,EUR,7,5221.929931640625
1188,EUR,29,5220.0
1421,EUR,18,5220.0
1657,GBP,29,5219.710159301758
2155,USD,32,5216.0
335,GBP,6,5214.0
490,GBP,6,5214.0
740,USD,21,5208.0
2358,USD,13,5199.869873046875
50,GBP,26,5198.699920654297
410,CAD,4,5196.0
1197,EUR,12,5184.0
156,CAD,11,5169.670013427734
154,GBP,11,5169.670013427734
419,AUD,14,5166.0
323,AUD,14,5166.0
1752,USD,58,5162.0
1186,EUR,6,5160.0
2357,USD,12,5159.8798828125
2114,CAD,20,5150.0
2114,EUR,20,5150.0
1224,EUR,5,5150.0
1732,USD,71,5143.949783325195
1241,EUR,6,5136.0
1291,GBP,14,5131.6998291015625
1766,USD,95,5130.0
215,USD,9,5121.0
1215,USD,32,5120.0
1712,USD,73,5119.489799499512
1105,EUR,9,5112.0
1468,EUR,27,5103.0
1163,GBP,6,5100.0
1930,USD,17,5099.829833984375
1924,USD,17,5099.829833984375
46,GBP,34,5098.299896240234
699,USD,26,5096.0
1169,CAD,9,5094.0
1527,CAD,19,5092.0
2342,EUR,8,5087.919921875
40,AUD,17,5086.910186767578
38,USD,17,5086.910186767578
2287,USD,15,5085.0
1541,EUR,17,5083.0
1569,GBP,17,5083.0
253,USD,17,5083.0
2113,AUD,10,5080.0
698,USD,27,5076.0
1497,EUR,19,5073.0
1071,USD,15,5070.0
2514,EUR,39,5069.610214233398
1194,GBP,8,5064.0
1223,EUR,11,5060.0
105,GBP,44,5060.0
2356,USD,11,5059.889892578125
361,EUR,13,5057.0
1100,CAD,8,5056.0
1548,GBP,19,5054.0
666,USD,31,5053.0
483,USD,51,5049.0
124,EUR,18,5039.81982421875
626,EUR,22,5038.0
675,USD,23,5037.0
181,EUR,39,5031.0
80,USD,124,5028.199905395508
327,USD,18,5022.0
1482,EUR,21,5019.0
738,USD,22,5016.0
1128,USD,8,5016.0
1091,GBP,14,5012.0
496,USD,28,5012.0
353,EUR,13,5003.699920654297
1225,AUD,5,5000.0
324,GBP,10,5000.0
1200,GBP,5,5000.0
292,USD,10,5000.0
2068,EUR,25,4999.750137329102
2008,GBP,25,4999.750137329102
1866,AUD,5,4999.5001220703125
1856,EUR,5,4999.5001220703125
623,CAD,2,4998.0
634,GBP,2,4998.0
668,USD,34,4998.0
694,USD,49,4998.0
1226,CAD,5,4995.0
1177,CAD,5,4995.0
1891,EUR,5,4995.0
542,GBP,5,4995.0
1896,USD,5,4995.0
1494,EUR,24,4992.0
1154,AUD,5,4990.0
616,GBP,10,4990.0
34,USD,52,4989.399841308594
1617,EUR,86,4987.1401443481445
952,USD,27,4981.5
412,CAD,13,4978.350158691406
721,EUR,20,4960.0
1539,EUR,16,4960.0
691,EUR,21,4956.0
720,USD,21,4956.0
519,AUD,8,4952.0
477,CAD,8,4952.0
530,CAD,8,4952.0
463,EUR,8,4952.0
2170,AUD,3,4950.0
2134,AUD,3,4950.0
2134,CAD,3,4950.0
2170,CAD,3,4950.0
2158,GBP,3,4950.0
91,GBP,33,4949.670181274414
200,GBP,9,4941.0
1911,GBP,10,4930.0
1971,USD,10,4930.0
1935,USD,10,4930.0
1610,AUD,17,4929.829833984375
671,USD,31,4929.0
983,USD,25,4922.499847412109
110,CAD,37,4920.63020324707
1423,EUR,26,4914.0
1468,GBP,26,4914.0
69,USD,191,4906.790102005005
1009,USD,26,4901.0
1155,EUR,5,4900.0
2483,USD,14,4900.0
2480,USD,14,4900.0
86,EUR,49,4899.509895324707
134,CAD,14,4899.3001708984375
2130,AUD,11,4895.0
613,CAD,7,4893.0
565,CAD,7,4893.0
209,EUR,7,4893.0
601,EUR,7,4893.0
2109,AUD,19,4892.5
2109,EUR,19,4892.5
1236,USD,26,4888.0
126,EUR,34,4875.599792480469
632,USD,35,4865.0
1431,GBP,19,4864.0
1761,USD,66,4843.739959716797
440,AUD,22,4838.899932861328
1525,CAD,12,4824.0
949,EUR,18,4824.0
1445,EUR,18,4824.0
1417,GBP,18,4824.0
963,USD,18,4824.0
1221,CAD,10,4820.0
1221,GBP,10,4820.0
1730,USD,62,4816.160018920898
1511,EUR,21,4809.0
1471,EUR,21,4809.0
579,USD,21,4809.0
1180,EUR,3,4800.0
1015,USD,24,4800.0
143,EUR,16,4799.83984375
1942,GBP,16,4799.83984375
2032,USD,24,4799.7601318359375
85,EUR,48,4799.5198974609375
1125,AUD,11,4798.200134277344
1109,EUR,11,4798.200134277344
1125,EUR,11,4798.200134277344
25,GBP,24,4797.599853515625
1845,CAD,3,4797.0
1880,EUR,3,4797.0
1830,EUR,3,4797.0
338,AUD,4,4796.0
413,CAD,8,4792.0
342,GBP,8,4792.0
365,GBP,8,4792.0
37,GBP,16,4787.68017578125
1130,EUR,15,4785.0
1514,EUR,23,4784.0
570,EUR,16,4784.0
1559,GBP,16,4784.0
1413,GBP,16,4784.0
558,USD,16,4784.0
1482,GBP,20,4780.0
162,GBP,3,4776.599853515625
583,EUR,19,4769.0
630,GBP,19,4769.0
571,USD,19,4769.0
1532,CAD,17,4760.0
2046,USD,34,4759.660186767578
492,AUD,7,4753.0
464,CAD,7,4753.0
1303,USD,50,4750.0
2087,GBP,6,4746.0
2247,USD,14,4746.0
1063,EUR,14,4732.0
1075,GBP,14,4732.0
643,USD,28,4732.0
1653,GBP,43,4729.56990814209
2167,USD,29,4727.0
1440,GBP,25,4725.0
257,EUR,11,4719.0
283,USD,11,4719.0
62,CAD,26,4706.0
948,USD,25,4700.0
154,AUD,10,4699.700012207031
153,GBP,10,4699.700012207031
155,GBP,10,4699.700012207031
1435,EUR,16,4688.0
59,EUR,30,4680.0
291,EUR,13,4680.0
532,USD,18,4662.0
1087,EUR,13,4654.0
510,USD,26,4654.0
92,EUR,31,4649.690170288086
48,CAD,31,4648.449905395508
1453,AUD,18,4644.0
1436,EUR,18,4644.0
43,GBP,20,4640.0
330,EUR,15,4635.0
2109,GBP,18,4635.0
1645,EUR,80,4630.400085449219
1524,EUR,14,4620.0
961,USD,28,4620.0
975,USD,28,4620.0
1616,EUR,81,4616.190135955811
980,USD,25,4612.5
1459,CAD,18,4608.0
1469,AUD,23,4600.0
973,EUR,23,4600.0
1223,GBP,10,4600.0
2398,EUR,10,4599.89990234375
2349,USD,10,4599.89990234375
85,GBP,46,4599.539901733398
1623,AUD,21,4599.0
50,CAD,23,4598.84992980957
447,AUD,20,4597.9998779296875
354,CAD,12,4595.400146484375
551,AUD,2,4590.0
575,CAD,2,4590.0
1529,EUR,18,4590.0
196,USD,17,4588.299896240234
2103,AUD,9,4572.0
738,EUR,20,4560.0
1558,GBP,12,4560.0
725,USD,24,4560.0
667,USD,24,4560.0
697,USD,31,4557.0
1462,AUD,17,4556.0
471,USD,46,4554.0
1026,USD,23,4554.0
2482,USD,13,4550.0
408,CAD,6,4548.0
348,EUR,6,4548.0
372,USD,6,4548.0
1081,EUR,8,4544.0
443,AUD,13,4537.0
1546,EUR,15,4530.0
1193,GBP,8,4528.0
60,GBP,29,4524.0
109,AUD,34,4521.660186767578
547,EUR,18,4518.0
630,USD,18,4518.0
683,EUR,35,4515.0
1759,USD,43,4510.269973754883
1315,EUR,22,4510.0
1312,USD,22,4510.0
1106,GBP,14,4508.0
15,USD,58,4505.440017700195
1449,CAD,15,4500.0
1488,GBP,15,4500.0
1212,USD,25,4500.0
137,AUD,9,4499.909912109375
1948,EUR,15,4499.849853515625
2394,USD,15,4499.849853515625
1918,USD,15,4499.849853515625
1607,CAD,25,4499.750137329102
1652,GBP,25,4499.750137329102
1985,USD,25,4499.750137329102
89,CAD,30,4499.700164794922
173,USD,50,4495.000076293945
1964,AUD,5,4495.0
1910,CAD,5,4495.0
1958,EUR,5,4495.0
1922,GBP,5,4495.0
309,AUD,9,4491.0
568,EUR,9,4491.0
627,EUR,9,4491.0
638,GBP,9,4491.0
39,GBP,15,4488.450164794922
629,EUR,15,4485.0
180,USD,65,4485.0
662,EUR,19,4484.0
1611,CAD,28,4479.720153808594
2064,USD,32,4479.68017578125
451,AUD,8,4472.0
317,GBP,14,4466.0
2278,AUD,7,4451.929931640625
2334,EUR,7,4451.929931640625
2362,EUR,7,4451.929931640625
2342,GBP,7,4451.929931640625
2326,GBP,7,4451.929931640625
2348,USD,7,4451.929931640625
2198,USD,7,4451.929931640625
2270,USD,7,4451.929931640625
1160,EUR,5,4450.0
2188,EUR,10,4450.0
2188,GBP,10,4450.0
467,USD,32,4448.0
1217,USD,8,4448.0
55,CAD,15,4440.0
1917,GBP,9,4437.0
220,CAD,4,4436.0
236,GBP,4,4436.0
1194,AUD,7,4431.0
1194,CAD,7,4431.0
966,USD,24,4428.0
1246,USD,28,4424.0
714,USD,28,4424.0
1543,AUD,11,4422.0
1543,GBP,11,4422.0
1614,AUD,17,4419.829833984375
1659,GBP,17,4419.829833984375
726,USD,30,4410.0
2485,EUR,11,4400.0
160,AUD,4,4399.9599609375
160,GBP,4,4399.9599609375
2038,USD,22,4399.780120849609
1653,CAD,40,4399.599914550781
86,GBP,44,4399.559906005859
84,GBP,44,4399.559906005859
339,USD,5,4399.5001220703125
18,USD,40,4397.9998779296875
1452,CAD,15,4395.0
1047,EUR,13,4394.0
672,USD,26,4394.0
1044,CAD,7,4389.0
1064,CAD,7,4389.0
1132,EUR,7,4389.0
957,EUR,19,4389.0
1056,EUR,7,4389.0
735,EUR,21,4389.0
1060,GBP,7,4389.0
716,USD,21,4389.0
1041,USD,19,4389.0
108,GBP,33,4388.670181274414
2091,AUD,5,4387.5
850,USD,19,4387.099884033203
96,EUR,65,4381.000099182129
1622,AUD,20,4380.0
1623,CAD,20,4380.0
1579,CAD,20,4380.0
1437,GBP,22,4378.0
2104,GBP,17,4377.5
1444,GBP,19,4370.0
696,USD,23,4370.0
631,USD,23,4370.0
1054,EUR,14,4368.0
58,GBP,28,4368.0
659,USD,37,4366.0
1141,CAD,10,4362.0001220703125
1750,EUR,40,4360.0
637,USD,19,4351.0
992,CAD,15,4350.0
1034,GBP,15,4350.0
1635,USD,190,4349.099884033203
1423,GBP,23,4347.0
1457,GBP,23,4347.0
529,AUD,5,4345.0
504,GBP,5,4345.0
1114,EUR,13,4342.0
1216,EUR,7,4340.0
1479,GBP,14,4340.0
981,USD,23,4335.5
505,CAD,7,4333.0
727,USD,23,4324.0
1173,GBP,10,4320.0
1173,USD,10,4320.0
265,USD,12,4320.0
1647,AUD,24,4319.7601318359375
2033,USD,24,4319.7601318359375
1472,CAD,18,4302.0
1210,EUR,5,4300.0
2406,EUR,10,4299.89990234375
2350,GBP,10,4299.89990234375
2406,USD,10,4299.89990234375
1083,USD,12,4296.0
1099,USD,12,4296.0
1462,CAD,16,4288.0
991,EUR,16,4288.0
1451,GBP,16,4288.0
1590,USD,187,4280.429885864258
1585,USD,187,4280.429885864258
1549,CAD,11,4279.0
619,EUR,17,4267.0
559,USD,17,4267.0
656,USD,27,4266.0
1119,EUR,13,4264.0
1143,EUR,13,4264.0
1726,USD,76,4256.0
104,EUR,37,4255.0
1750,USD,39,4251.0
97,GBP,63,4246.200096130371
994,EUR,23,4243.5
289,USD,8,4232.0
701,USD,25,4225.0
1307,USD,62,4216.0
965,AUD,15,4215.0
1007,EUR,15,4215.0
412,GBP,11,4212.450134277344
59,CAD,27,4212.0
1575,EUR,69,4208.310115814209
1458,AUD,21,4200.0
101,EUR,35,4200.0
1441,GBP,21,4200.0
1192,GBP,7,4200.0
143,CAD,14,4199.85986328125
144,CAD,14,4199.85986328125
144,GBP,14,4199.85986328125
1912,USD,14,4199.85986328125
122,CAD,15,4199.849853515625
123,GBP,15,4199.849853515625
1949,USD,15,4199.849853515625
2020,CAD,21,4199.790115356445
51,AUD,21,4198.949935913086
24,EUR,21,4197.899871826172
26,USD,21,4197.899871826172
363,AUD,6,4194.0
613,AUD,6,4194.0
387,CAD,6,4194.0
304,GBP,6,4194.0
209,USD,6,4194.0
377,CAD,7,4193.0
208,GBP,7,4193.0
687,EUR,20,4180.0
360,EUR,11,4180.0
360,GBP,11,4180.0
1648,CAD,38,4179.619918823242
17,USD,38,4178.099884033203
1536,CAD,14,4172.0
1554,GBP,14,4172.0
621,USD,30,4170.0
1294,GBP,7,4165.0
300,USD,19,4161.0
732,USD,26,4160.0
1649,AUD,16,4159.83984375
1611,GBP,26,4159.740142822266
2513,CAD,32,4159.68017578125
128,GBP,29,4158.599822998047
187,EUR,32,4156.7998046875
995,USD,22,4147.0
465,EUR,16,4144.0
2081,EUR,23,4139.770126342773
698,EUR,22,4136.0
218,GBP,6,4134.0
569,EUR,9,4131.0
628,EUR,9,4131.0
605,GBP,9,4131.0
569,USD,9,4131.0
1573,GBP,70,4129.300117492676
731,USD,32,4128.0
1426,CAD,7,4123.0
1501,EUR,18,4122.0
1065,AUD,7,4116.0
1045,AUD,7,4116.0
1061,AUD,7,4116.0
1098,GBP,12,4116.0
1069,GBP,7,4116.0
1102,USD,12,4116.0
94,EUR,61,4111.400093078613
1598,EUR,71,4109.480075836182
661,GBP,18,4104.0
1452,GBP,14,4102.0
1175,USD,10,4100.0
461,AUD,5,4095.0
517,AUD,5,4095.0
503,CAD,5,4095.0
340,EUR,5,4095.0
1757,USD,73,4080.70011138916
30,CAD,16,4080.0
730,USD,30,4080.0
273,GBP,12,4068.0
2223,USD,12,4068.0
1719,USD,58,4067.539840698242
680,USD,35,4060.0
1605,CAD,14,4059.85986328125
2016,USD,29,4059.710159301758
1054,CAD,13,4056.0
1071,EUR,12,4056.0
1074,EUR,13,4056.0
1062,EUR,13,4056.0
1088,EUR,6,4038.0
1290,EUR,11,4032.0498657226562
1496,EUR,14,4032.0
1724,USD,72,4032.0
597,USD,29,4031.0
509,USD,29,4031.0
1479,CAD,13,4030.0
1509,GBP,13,4030.0
2121,USD,31,4026.8998107910156
715,USD,27,4023.0
991,USD,15,4020.0
330,USD,13,4017.0
641,USD,16,4016.0
2124,AUD,9,4005.0
1753,USD,45,4005.0
1225,CAD,4,4000.0
1200,EUR,4,4000.0
131,EUR,20,4000.0
324,USD,8,4000.0
2487,USD,10,4000.0
139,GBP,8,3999.919921875
2056,USD,20,3999.8001098632812
2011,USD,40,3999.5999145507812
498,USD,31,3999.0
302,EUR,4,3996.0
614,GBP,4,3996.0
566,GBP,4,3996.0
318,GBP,4,3996.0
2007,EUR,6,3995.6400146484375
219,GBP,5,3995.0
544,GBP,8,3992.0
1548,EUR,15,3990.0
667,EUR,21,3990.0
1763,USD,40,3990.0
206,EUR,7,3983.0
231,EUR,7,3983.0
231,GBP,7,3983.0
1863,USD,2,3979.800048828125
1833,AUD,2,3978.0
1101,EUR,7,3976.0
1105,GBP,7,3976.0
687,USD,19,3971.0
703,USD,19,3971.0
1145,GBP,7,3962.0
357,CAD,12,3960.0
1560,EUR,12,3960.0
1214,USD,24,3960.0
485,USD,40,3960.0
1612,CAD,22,3959.7801208496094
457,AUD,18,3959.0999450683594
2112,CAD,5,3955.0
2097,CAD,5,3955.0
1618,GBP,67,3952.3301124572754
1227,AUD,4,3952.0
259,GBP,12,3948.0
337,USD,12,3948.0
241,USD,12,3948.0
1977,CAD,8,3944.0
42,EUR,17,3944.0
1953,GBP,8,3944.0
1965,USD,8,3944.0
1124,EUR,6,3942.0
1107,CAD,11,3938.0
1107,EUR,11,3938.0
1131,CAD,12,3936.0
1119,GBP,12,3936.0
979,EUR,14,3934.0
1007,GBP,14,3934.0
189,EUR,31,3933.900047302246
1147,AUD,6,3930.0
1716,USD,56,3927.2798461914062
957,GBP,17,3927.0
971,USD,17,3927.0
1027,USD,17,3927.0
1141,GBP,9,3925.8001098632812
1121,GBP,9,3925.8001098632812
852,USD,17,3925.2998962402344
1538,CAD,14,3920.0
1538,GBP,14,3920.0
1979,USD,14,3919.85986328125
1907,USD,14,3919.85986328125
1998,USD,28,3919.7201538085938
1467,CAD,13,3913.0
258,EUR,8,3912.0
258,USD,8,3912.0
2161,USD,24,3912.0
1478,EUR,13,3900.0
143,GBP,13,3899.869873046875
1906,USD,13,3899.869873046875
1659,AUD,15,3899.849853515625
2512,CAD,30,3899.700164794922
10,USD,65,3899.350109100342
402,AUD,3,3897.0
380,CAD,3,3897.0
386,GBP,3,3897.0
362,GBP,3,3897.0
1481,CAD,17,3893.0
1217,EUR,7,3892.0
1531,EUR,10,3890.0
594,AUD,13,3887.0
1222,USD,9,3879.0
416,AUD,4,3876.0
1080,GBP,6,3876.0
690,USD,17,3876.0
681,USD,32,3872.0
1419,AUD,15,3870.0
712,USD,30,3870.0
2399,USD,9,3869.909912109375
1245,EUR,23,3864.0
2094,CAD,15,3862.5
2114,GBP,15,3862.5
2481,USD,11,3850.0
134,GBP,11,3849.4501342773438
353,CAD,10,3848.9999389648438
1016,USD,26,3848.0
1140,GBP,8,3844.0
655,GBP,24,3840.0
1656,AUD,24,3839.7601318359375
74,USD,101,3832.9500770568848
388,EUR,10,3829.5001220703125
1512,CAD,16,3824.0
660,USD,24,3816.0
2286,CAD,6,3815.93994140625
2348,GBP,6,3815.93994140625
2404,USD,6,3815.93994140625
1544,GBP,16,3808.0
1723,USD,68,3808.0
1984,EUR,19,3799.810104370117
2056,EUR,19,3799.810104370117
2002,USD,19,3799.810104370117
2050,USD,19,3799.810104370117
52,CAD,19,3799.0499420166016
28,GBP,19,3798.099884033203
1146,GBP,6,3798.0
414,AUD,5,3790.0
414,GBP,5,3790.0
366,GBP,5,3790.0
1715,USD,54,3787.0198516845703
1720,USD,54,3787.0198516845703
1420,GBP,19,3781.0
739,EUR,16,3776.0
1573,CAD,64,3775.360107421875
1098,EUR,11,3773.0
1023,EUR,20,3770.0
1908,USD,29,3769.710159301758
1044,GBP,6,3762.0
658,USD,18,3762.0
1018,CAD,20,3760.0
156,AUD,8,3759.760009765625
155,EUR,8,3759.760009765625
2304,EUR,14,3759.0
481,EUR,27,3753.0
1553,EUR,14,3752.0
20,EUR,28,3752.0
1019,EUR,14,3752.0
963,GBP,14,3752.0
112,GBP,15,3749.850082397461
90,CAD,25,3749.7501373291016
2137,USD,23,3749.0
1494,GBP,18,3744.0
1487,GBP,14,3738.0
996,USD,20,3737.9998779296875
2123,CAD,5,3729.949951171875
2147,CAD,5,3729.949951171875
2147,EUR,5,3729.949951171875
2177,EUR,5,3729.949951171875
2223,EUR,11,3729.0
2279,USD,11,3729.0
2303,USD,11,3729.0
657,USD,25,3725.0
1548,CAD,14,3724.0
646,EUR,17,3723.0
1216,CAD,6,3720.0
663,GBP,15,3720.0
1521,GBP,12,3720.0
463,AUD,6,3714.0
519,CAD,6,3714.0
1300,USD,39,3705.0
2084,USD,39,3704.6099166870117
263,USD,7,3703.0
1756,USD,57,3699.3000869750977
1150,EUR,9,3699.0
1416,GBP,12,3696.0
1461,GBP,12,3696.0
1151,EUR,9,3690.0
307,USD,10,3690.0
182,GBP,31,3689.0
1485,GBP,16,3680.0
2370,GBP,8,3679.919921875
2377,USD,8,3679.919921875
1606,AUD,23,3679.7701263427734
441,CAD,16,3678.39990234375
605,AUD,8,3672.0
617,CAD,8,3672.0
1292,EUR,10,3665.4998779296875
722,USD,16,3664.0
718,CAD,23,3657.0
1086,CAD,12,3648.0
661,EUR,16,3648.0
1556,AUD,13,3640.0
1532,EUR,13,3640.0
1973,USD,13,3639.869873046875
2040,USD,26,3639.7401428222656
1849,AUD,2,3637.800048828125
1874,GBP,2,3636.0
1889,USD,2,3636.0
729,USD,30,3630.0
19,USD,33,3628.349899291992
494,CAD,13,3627.0
1528,EUR,12,3624.0
1110,GBP,12,3624.0
2036,USD,38,3609.619918823242
1139,GBP,11,3608.0
1127,USD,11,3608.0
2089,AUD,14,3605.0
1441,AUD,18,3600.0
101,CAD,30,3600.0
1415,EUR,12,3600.0
1508,EUR,12,3600.0
